customer_id,recency,frequency,monetary,cluster,segment,omega_recency,omega_frequency,omega_monetary,rfm_score,rfm_normalized_score
11287,1,27,1167.07,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.3479137384592152,1
11078,1,17,913.27,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.327277051546082,0.9957880722174984
11176,2,28,1320.01,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.269397662038438,0.9839749449588622
11502,2,16,1026.29,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.2481067006957076,0.9796294803998906
11185,3,27,1616.31,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.215680091704713,0.9730112409568834
11711,3,27,1103.78,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.1849067315768016,0.9667304280032697
18759,1,3,302.03000000000003,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.1699378218823053,0.9636752880536551
15251,1,4,200.20000000000002,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.166117940717016,0.9628956540128973
29715,61,12,853849.179524,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.140687516066271,0.9577053290078152
29722,61,12,841908.770707,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.138425672685357,0.9572436889676362
18749,1,3,204.81,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.1371018324311803,0.9569734944558121
29639,61,12,787773.043768,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.1277385445045263,0.9550624564718645
11875,2,5,292.7,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.1240137527971816,0.9543022300972416
15868,1,3,166.51,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.119470746881285,0.953375006996277
29701,61,8,746317.529257,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.113768178314108,0.9522111182828987
13175,2,4,286.88,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.1080572240127533,0.9510455180493088
13350,1,3,132.45,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.0998810294255996,0.9493767646645369
12939,2,4,237.91,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.092254921283414,0.9478202833896286
11331,5,27,1329.31,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.0899304614149234,0.94734586338507
29957,61,8,636226.46998,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.0879769983948577,0.946947163477428
30050,61,8,559620.946087,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.0671553345297564,0.9426974820784473
29966,61,12,537528.0958680001,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.0658639342367664,0.9424339085312364
29486,61,12,519411.35632,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.0602795181247986,0.9412941346193648
16170,1,2,188.87,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.0478106897340465,0.9387492588389008
11657,1,2,178.96,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.0432201546687243,0.937812335084639
13671,1,1,135.23,8,Recent Low-Value Customers,0.7182087254375501,0,0.28179127456244996,2.041467650845753,0.9374546507542045
12351,2,3,185.94,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.0403812466412248,0.9372329167098136
29546,61,8,474401.852776,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.040226112354603,0.9372012539523858
20201,1,1,133.49,8,Recent Low-Value Customers,0.7182087254375501,0,0.28179127456244996,2.0398443919612443,0.9371233451903496
14680,1,2,163.95000000000002,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.0357462852990773,0.9362869255955426
13423,2,3,172.89000000000001,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.0341795988296263,0.9359671664067288
29770,61,8,443861.82435,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.029342107980253,0.9349798392164758
29559,61,8,443316.112616,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.0291406815280943,0.9349387282729632
29834,61,12,424512.694916,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.027301666911457,0.9345633871734521
19893,1,1,119.97999999999999,8,Recent Low-Value Customers,0.7182087254375501,0,0.28179127456244996,2.026452550741735,0.9343900833868083
29690,61,12,415310.550409,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.023707556546886,0.9338298327341353
21524,1,1,114.96000000000001,8,Recent Low-Value Customers,0.7182087254375501,0,0.28179127456244996,2.02107967586528,0.9332934848359217
30046,61,8,418436.529873,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.0196755662666304,0.9330069074287475
29707,61,8,416702.728915,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.018994506404633,0.9328679037715052
14079,3,4,223.62,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.01702110235568,0.9324651339192088
29950,61,12,397553.270656,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.016534170831215,0.9323657516673627
30049,61,8,409287.801604,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.016048521420614,0.9322666310937127
29702,61,12,395867.2727,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.0158360024394693,0.932223256175793
29651,61,12,392784.6026,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.014551521251529,0.9319610948112115
16370,2,3,132.5,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.011413596562534,0.9313206474258048
29714,61,12,384394.015576,2,Inactive Minimal Buyers,0.3346165675862663,0.20059437118569637,0.46478906122803737,2.0110020630654253,0.93123665383821
11981,1,2,119.76,4,Frequent Low-Spend Customers,0.6382027063176022,0.1689178538115883,0.19287943987080958,2.0088265296325485,0.9307926295747097
