customer_id,recency,frequency,monetary,cluster,segment,omega_recency,omega_frequency,omega_monetary,rfm_score,rfm_normalized_score
11287,1,27,1167.07,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.334238400598559,1.0
11078,1,17,913.27,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.313150459933605,0.9956839940284877
11176,2,28,1320.01,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.2569431050974322,0.9841802022182715
11502,2,16,1026.29,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.235187350783484,0.9797275168173778
11185,3,27,1616.31,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.2043754383620078,0.9734213345249643
11711,3,27,1103.78,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.1729246826189907,0.9669844020737542
18759,1,3,302.03000000000003,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.152629619010058,0.962830671886437
15251,1,4,200.20000000000002,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.1485925248354283,0.9620044118527005
29715,61,12,853849.179524,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.140719167177298,0.9603929952042833
29722,61,12,841908.770707,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.138457347850441,0.959930075383126
29639,61,12,787773.043768,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.1277703319509356,0.9577427956874577
18749,1,3,204.81,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.1190706509356367,0.9559622579000633
29701,61,8,746317.529257,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.1137998836980953,0.9548835056770222
11875,2,5,292.7,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.108449642344426,0.9537884877234747
15868,1,3,166.51,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.101051349374223,0.9522743011489905
13175,2,4,286.88,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.0922031443373976,0.9504633653927282
29957,61,8,636226.4699799999,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0880089609963255,0.949604954387439
13350,1,3,132.45,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.081030275273751,0.948176647577851
11331,5,27,1329.31,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.079523939025006,0.9478683502268683
12939,2,4,237.91,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.0760529110591603,0.9471579452771439
30050,61,8,559620.946087,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.067187495228412,0.9453434870389795
29966,61,12,537528.0958680001,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.065896327403885,0.9450792275681558
29486,61,12,519411.35632,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0603119622571806,0.9439362921956025
13671,1,1,135.23,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,2.0454392491474156,0.9408923383257488
20201,1,1,133.49,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,2.0438225401247028,0.9405614513080409
29546,61,8,474401.852776,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0402585166498186,0.9398320132446185
19893,1,1,119.97999999999999,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,2.0304847325585023,0.9378316419816011
29770,61,8,443861.82435,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.029374606709196,0.9376044358323208
29559,61,8,443316.112616,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0291731819829244,0.9375632108338625
16170,1,2,188.87,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.0281678130014327,0.9373574449605309
29834,61,12,424512.694916,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0273343995857704,0.937186872720411
21524,1,1,114.96000000000001,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,2.0251335349940227,0.9367364283232367
29690,61,12,415310.550409,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.023740319387127,0.9364512830369092
11657,1,2,178.96,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.0234761996241706,0.9363972264321309
12351,2,3,185.94,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.0231701831633924,0.9363345949550661
30046,61,8,418436.529873,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.019708146930906,0.9356260303166122
29707,61,8,416702.728915,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.019027092773127,0.9354866409917557
13423,2,3,172.89000000000001,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.0168319816826474,0.93503737414654
29950,61,12,397553.270656,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0165669931280545,0.9349831397287665
30049,61,8,409287.801604,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.016081132359341,0.9348837000531525
29702,61,12,395867.2727,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0158688304696977,0.9348402488580821
14680,1,2,163.95,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.01583776251709,0.9348338902728078
29651,61,12,392784.6026,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0145843598052497,0.9345773600750535
29714,61,12,384394.015576,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0110349305326243,0.9338509089635152
29818,92,12,877107.192221,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.0086207718202296,0.933356810294308
15160,1,1,98.96000000000001,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,2.006332699118475,0.9328885172731483
29938,61,12,372146.726625,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.005708157503779,0.9327606942020712
14079,3,4,223.62,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,2.0014952302842848,0.931898446943044
29637,61,12,361999.05817,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,2.00115599508956,0.931829016686698
30117,92,12,816755.576276,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.997170590796661,0.9310133358670137
16370,2,3,132.5,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9935646838254135,0.9302753256332081
15761,3,4,196.4,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.990233036336401,0.929593447270308
29929,61,8,349342.107801,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9900282061267078,0.9295515252817068
11981,1,2,119.76,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9883252410368617,0.9292029844917913
14114,1,1,85.48,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9879098660938646,0.9291179709400712
13753,1,1,84.92,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9870817784570314,0.9289484887112328
29617,92,12,740985.833742,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.981494058642879,0.9278048667488903
11330,7,27,1136.3500000000001,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9805383117295414,0.9276092568763684
20601,1,1,80.47,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9802968978361273,0.9275598474142432
26832,1,1,80.47,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9802968978361273,0.9275598474142432
11262,7,27,1126.82,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9798405072801737,0.9274664393192504
30043,61,8,320221.549299,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.975657171411882,0.9266102484338884
12945,4,4,321.39,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9746238659544766,0.9263987648852852
11642,5,5,481.87,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9730830620307929,0.9260834131379901
27686,1,1,74.98,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9713800987543424,0.925734872719217
29716,92,12,693502.4852240001,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9708043524074172,0.9256170364301792
11276,7,27,988.32,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9689521964148688,0.9252379611828131
21163,1,1,72.93,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9678791923418752,0.9250183526368637
12444,4,4,293.4,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9667947158612369,0.9247963960674308
19585,1,2,89.46000000000001,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.962608003328589,0.9239395140902378
29956,61,8,293829.1868,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.96141864614177,0.9236960918992269
29913,92,8,671618.029459,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9603589333503382,0.9234792036402653
11501,7,16,872.25,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.95765066735387,0.9229249109096989
29579,61,8,284305.630067,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.95595477323801,0.9225778173149568
30103,92,8,643745.895824,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9534998311524072,0.9220753716342941
29629,61,4,343349.783325,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9529614171821963,0.9219651760515439
30118,61,8,278568.569942,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9525715656023865,0.9218853862905049
29523,92,12,618616.128152,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9523103873294434,0.9218319317117216
11794,1,2,77.27000000000001,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9496398456868282,0.9212853599122355
30113,61,8,273185.890783,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.949331457216406,0.9212222429630258
29616,92,8,617340.457924,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9467135155002495,0.9206864366337345
12606,4,3,333.3,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9462461825532253,0.9205907889921707
11506,7,16,748.6,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9448615298546774,0.9203073962507763
18805,2,1,133.49,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9440677774729145,0.9201449413162703
29736,61,4,321752.83474900003,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9422328073189408,0.9197693834432695
30107,92,12,577089.572324,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9410334605094475,0.919523916705956
29712,92,8,580222.328277,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9366506949086357,0.9186269091315618
14029,1,1,56.97,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9366256629142728,0.9186217859078736
29822,61,8,250219.278498,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9347257027805027,0.9182329267293852
29924,92,8,572035.112102,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9343419344093404,0.9181543820005313
29891,61,8,248368.816733,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.933489353997064,0.9179798869083341
11200,9,27,1463.38,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9291304156494464,0.9170877559868432
29622,61,10,231593.639342,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9253464584939244,0.9163133047524312
18732,2,1,114.46000000000001,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9248327732178225,0.9162081703178102
29499,61,8,234957.321658,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9242347990615445,0.9160857847292736
29997,92,8,536546.119443,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.923924405249211,0.916022257352711
19640,4,3,252.32,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9222942106258822,0.9156886102773136
29796,61,4,282701.32209,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9208028266387365,0.9153833731611529
26564,1,1,49.97,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9199958371307815,0.9152182090234773
17283,2,2,147.44,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9190630244758173,0.9150272930372703
11118,3,3,123.80000000000001,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9184076373662475,0.9148931569106803
19072,1,1,48.970000000000006,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9174296535785458,0.9146929958833507
29522,92,12,492362.76329,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9151775983248331,0.9142320744459458
11927,1,2,51.94,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9143277668781615,0.9140581419763467
18178,1,2,51.46,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.9135002911185914,0.9138887849786044
29705,92,12,482738.704942,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.9119545768295811,0.9135724282414713
21717,1,1,44.980000000000004,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.9066356993927926,0.9124838294473239
30112,92,8,477957.2715,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.905066419787563,0.9121626496671476
29216,2,1,92.47999999999999,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.8980638986245717,0.9107294645290018
29919,92,8,456739.474608,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.8976431714355249,0.910643355549033
18926,3,2,244.23000000000002,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.8937637508227252,0.9098493660933116
29916,61,4,239853.118972,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.89346173926708,0.9097875542882454
29901,92,12,427890.836774,5,Champions,0.3346200826288941,0.20059652778841966,0.46478338958268633,1.8922216733467825,0.909533753691871
12038,3,3,91.75,4,Frequent Low-Spend Customers,0.630972771805522,0.17190641485561903,0.19712081333885884,1.892009224117408,0.909490272341217
18529,1,1,39.980000000000004,0,Active Minimal Buyers,0.719354021931103,0.0,0.28064597806889696,1.891659122480449,0.909418618082522
